class,origin_frame,target_frame,horizon,method,common_cohort,iou,valid_at_050,prediction_legal,origin_boundary,target_boundary
ta-ta,0,14,14,hold,False,0.0,False,True,0,0
ta-ta,0,15,15,hold,False,0.0,False,True,0,0
ta-ta,0,16,16,hold,False,0.0,False,True,0,0
ta-ta,0,17,17,hold,False,0.0,False,True,0,0
ta-ta,0,18,18,hold,False,0.0,False,True,0,0
ta-ta,0,19,19,hold,False,0.0,False,True,0,0
ta-ta,0,20,20,hold,False,0.0,False,True,0,0
ta-ta,0,21,21,hold,False,0.0,False,True,0,0
ta-ta,0,22,22,hold,False,0.0,False,True,0,0
ta-ta,0,23,23,hold,False,0.0,False,True,0,0
ta-ta,0,24,24,hold,False,0.0,False,True,0,0
ta-ta,1,2,1,hold,True,0.0,False,True,0,0
ta-ta,1,3,2,hold,True,0.0,False,True,0,0
ta-ta,1,4,3,hold,True,0.0,False,True,0,0
ta-ta,1,5,4,hold,True,0.0,False,True,0,0
ta-ta,1,6,5,hold,True,0.0,False,True,0,0
ta-ta,1,7,6,hold,True,0.0,False,True,0,0
ta-ta,1,8,7,hold,True,0.0,False,True,0,0
ta-ta,1,9,8,hold,True,0.0,False,True,0,0
ta-ta,1,10,9,hold,True,0.0,False,True,0,0
ta-ta,1,11,10,hold,True,0.0,False,True,0,0
ta-ta,1,12,11,hold,True,0.0,False,True,0,0
ta-ta,1,13,12,hold,True,0.0,False,True,0,0
ta-ta,1,14,13,hold,True,0.0,False,True,0,0
ta-ta,1,15,14,hold,True,0.0,False,True,0,0
ta-ta,1,16,15,hold,True,0.0,False,True,0,0
ta-ta,1,17,16,hold,True,0.0,False,True,0,0
ta-ta,1,18,17,hold,True,0.0,False,True,0,0
ta-ta,1,19,18,hold,True,0.0,False,True,0,0
ta-ta,1,20,19,hold,True,0.0,False,True,0,0
ta-ta,1,21,20,hold,True,0.0,False,True,0,0
ta-ta,1,22,21,hold,True,0.0,False,True,0,0
ta-ta,1,23,22,hold,True,0.0,False,True,0,0
ta-ta,1,24,23,hold,True,0.0,False,True,0,0
ta-ta,1,2,1,velocity,True,0.9173989455184535,True,True,0,0
ta-ta,1,3,2,velocity,True,0.785031847133758,True,True,0,0
ta-ta,1,4,3,velocity,True,0.5991440798858774,True,True,0,0
ta-ta,1,5,4,velocity,True,0.38451935081148564,False,True,0,0
ta-ta,1,6,5,velocity,True,0.23376623376623376,False,True,0,0
ta-ta,1,7,6,velocity,True,0.07879377431906615,False,True,0,0
ta-ta,1,8,7,velocity,True,0.0,False,True,0,0
ta-ta,1,9,8,velocity,True,0.0,False,True,0,0
ta-ta,1,10,9,velocity,True,0.0,False,True,0,0
ta-ta,1,11,10,velocity,True,0.0,False,True,0,0
ta-ta,1,12,11,velocity,True,0.0,False,True,0,0
ta-ta,1,13,12,velocity,True,0.0,False,True,0,0
ta-ta,1,14,13,velocity,True,0.0,False,True,0,0
ta-ta,1,15,14,velocity,True,0.0,False,True,0,0
ta-ta,1,16,15,velocity,True,0.0,False,True,0,0
ta-ta,1,17,16,velocity,True,0.0,False,True,0,0
ta-ta,1,18,17,velocity,True,0.0,False,True,0,0
ta-ta,1,19,18,velocity,True,0.0,False,True,0,0
ta-ta,1,20,19,velocity,True,0.0,False,True,0,0
ta-ta,1,21,20,velocity,True,0.0,False,True,0,0
ta-ta,1,22,21,velocity,True,0.0,False,True,0,0
ta-ta,1,23,22,velocity,True,0.0,False,True,0,0
ta-ta,1,24,23,velocity,True,0.0,False,True,0,0
ta-ta,2,3,1,hold,True,0.0,False,True,0,0
ta-ta,2,4,2,hold,True,0.0,False,True,0,0
ta-ta,2,5,3,hold,True,0.0,False,True,0,0
ta-ta,2,6,4,hold,True,0.0,False,True,0,0
ta-ta,2,7,5,hold,True,0.0,False,True,0,0
ta-ta,2,8,6,hold,True,0.0,False,True,0,0
ta-ta,2,9,7,hold,True,0.0,False,True,0,0
ta-ta,2,10,8,hold,True,0.0,False,True,0,0
ta-ta,2,11,9,hold,True,0.0,False,True,0,0
ta-ta,2,12,10,hold,True,0.0,False,True,0,0
ta-ta,2,13,11,hold,True,0.0,False,True,0,0
ta-ta,2,14,12,hold,True,0.0,False,True,0,0
ta-ta,2,15,13,hold,True,0.0,False,True,0,0
ta-ta,2,16,14,hold,True,0.0,False,True,0,0
ta-ta,2,17,15,hold,True,0.0,False,True,0,0
ta-ta,2,18,16,hold,True,0.0,False,True,0,0
ta-ta,2,19,17,hold,True,0.0,False,True,0,0
ta-ta,2,20,18,hold,True,0.0,False,True,0,0
ta-ta,2,21,19,hold,True,0.0,False,True,0,0
ta-ta,2,22,20,hold,True,0.0,False,True,0,0
ta-ta,2,23,21,hold,True,0.0,False,True,0,0
ta-ta,2,24,22,hold,True,0.0,False,True,0,0
ta-ta,2,3,1,velocity,True,0.868824531516184,True,True,0,0
ta-ta,2,4,2,velocity,True,0.7120253164556962,True,True,0,0
ta-ta,2,5,3,velocity,True,0.4789325842696629,False,True,0,0
ta-ta,2,6,4,velocity,True,0.30354957160342716,False,True,0,0
ta-ta,2,7,5,velocity,True,0.10108695652173913,False,True,0,0
ta-ta,2,8,6,velocity,True,0.0,False,True,0,0
ta-ta,2,9,7,velocity,True,0.0,False,True,0,0
ta-ta,2,10,8,velocity,True,0.0,False,True,0,0
ta-ta,2,11,9,velocity,True,0.0,False,True,0,0
ta-ta,2,12,10,velocity,True,0.0,False,True,0,0
ta-ta,2,13,11,velocity,True,0.0,False,True,0,0
ta-ta,2,14,12,velocity,True,0.0,False,True,0,0
ta-ta,2,15,13,velocity,True,0.0,False,True,0,0
ta-ta,2,16,14,velocity,True,0.0,False,True,0,0
ta-ta,2,17,15,velocity,True,0.0,False,True,0,0
ta-ta,2,18,16,velocity,True,0.0,False,True,0,0
ta-ta,2,19,17,velocity,True,0.0,False,True,0,0
ta-ta,2,20,18,velocity,True,0.0,False,False,0,0
ta-ta,2,21,19,velocity,True,0.0,False,False,0,0
ta-ta,2,22,20,velocity,True,0.0,False,False,0,0
ta-ta,2,23,21,velocity,True,0.0,False,False,0,0
ta-ta,2,24,22,velocity,True,0.0,False,False,0,0
ta-ta,3,4,1,hold,True,0.0,False,True,0,0
ta-ta,3,5,2,hold,True,0.0,False,True,0,0
ta-ta,3,6,3,hold,True,0.0,False,True,0,0
ta-ta,3,7,4,hold,True,0.0,False,True,0,0
ta-ta,3,8,5,hold,True,0.0,False,True,0,0
ta-ta,3,9,6,hold,True,0.0,False,True,0,0
ta-ta,3,10,7,hold,True,0.0,False,True,0,0
ta-ta,3,11,8,hold,True,0.0,False,True,0,0
ta-ta,3,12,9,hold,True,0.0,False,True,0,0
ta-ta,3,13,10,hold,True,0.0,False,True,0,0
ta-ta,3,14,11,hold,True,0.0,False,True,0,0
ta-ta,3,15,12,hold,True,0.0,False,True,0,0
ta-ta,3,16,13,hold,True,0.0,False,True,0,0
ta-ta,3,17,14,hold,True,0.0,False,True,0,0
ta-ta,3,18,15,hold,True,0.0,False,True,0,0
ta-ta,3,19,16,hold,True,0.0,False,True,0,0
ta-ta,3,20,17,hold,True,0.0,False,True,0,0
ta-ta,3,21,18,hold,True,0.0,False,True,0,0
ta-ta,3,22,19,hold,True,0.0,False,True,0,0
ta-ta,3,23,20,hold,True,0.0,False,True,0,0
ta-ta,3,24,21,hold,True,0.0,False,True,0,0
ta-ta,3,4,1,velocity,True,0.8901453957996769,True,True,0,0
ta-ta,3,5,2,velocity,True,0.7093525179856115,True,True,0,0
ta-ta,3,6,3,velocity,True,0.5593008739076155,True,True,0,0
ta-ta,3,7,4,velocity,True,0.4117647058823529,False,True,0,0
ta-ta,3,8,5,velocity,True,0.24203187250996017,False,True,0,0
ta-ta,3,9,6,velocity,True,0.11035653650254669,False,True,0,0
ta-ta,3,10,7,velocity,True,0.0,False,True,0,0
ta-ta,3,11,8,velocity,True,0.0,False,True,0,0
ta-ta,3,12,9,velocity,True,0.0,False,True,0,0
ta-ta,3,13,10,velocity,True,0.0,False,True,0,0
ta-ta,3,14,11,velocity,True,0.0,False,True,0,0
ta-ta,3,15,12,velocity,True,0.0,False,True,0,0
ta-ta,3,16,13,velocity,True,0.0,False,True,0,0
ta-ta,3,17,14,velocity,True,0.0,False,True,0,0
ta-ta,3,18,15,velocity,True,0.0,False,True,0,0
ta-ta,3,19,16,velocity,True,0.0,False,True,0,0
ta-ta,3,20,17,velocity,True,0.0,False,True,0,0
ta-ta,3,21,18,velocity,True,0.0,False,True,0,0
ta-ta,3,22,19,velocity,True,0.0,False,True,0,0
ta-ta,3,23,20,velocity,True,0.0,False,True,0,0
ta-ta,3,24,21,velocity,True,0.0,False,True,0,0
ta-ta,4,5,1,hold,True,0.0,False,True,0,0
ta-ta,4,6,2,hold,True,0.0,False,True,0,0
ta-ta,4,7,3,hold,True,0.0,False,True,0,0
ta-ta,4,8,4,hold,True,0.0,False,True,0,0
ta-ta,4,9,5,hold,True,0.0,False,True,0,0
ta-ta,4,10,6,hold,True,0.0,False,True,0,0
ta-ta,4,11,7,hold,True,0.0,False,True,0,0
ta-ta,4,12,8,hold,True,0.0,False,True,0,0
ta-ta,4,13,9,hold,True,0.0,False,True,0,0
ta-ta,4,14,10,hold,True,0.0,False,True,0,0
ta-ta,4,15,11,hold,True,0.0,False,True,0,0
ta-ta,4,16,12,hold,True,0.0,False,True,0,0
ta-ta,4,17,13,hold,True,0.0,False,True,0,0
ta-ta,4,18,14,hold,True,0.0,False,True,0,0
ta-ta,4,19,15,hold,True,0.0,False,True,0,0
ta-ta,4,20,16,hold,True,0.0,False,True,0,0
ta-ta,4,21,17,hold,True,0.0,False,True,0,0
ta-ta,4,22,18,hold,True,0.0,False,True,0,0
ta-ta,4,23,19,hold,True,0.0,False,True,0,0
ta-ta,4,24,20,hold,True,0.0,False,True,0,0
ta-ta,4,5,1,velocity,True,0.8252427184466019,True,True,0,0
ta-ta,4,6,2,velocity,True,0.7069219440353461,True,True,0,0
ta-ta,4,7,3,velocity,True,0.5019973368841545,True,True,0,0
ta-ta,4,8,4,velocity,True,0.31220095693779903,False,True,0,0
ta-ta,4,9,5,velocity,True,0.14750762970498474,False,True,0,0
ta-ta,4,10,6,velocity,True,0.0,False,True,0,0
ta-ta,4,11,7,velocity,True,0.0,False,True,0,0
ta-ta,4,12,8,velocity,True,0.0,False,True,0,0
ta-ta,4,13,9,velocity,True,0.0,False,True,0,0
ta-ta,4,14,10,velocity,True,0.0,False,True,0,0
ta-ta,4,15,11,velocity,True,0.0,False,True,0,0
ta-ta,4,16,12,velocity,True,0.0,False,True,0,0
ta-ta,4,17,13,velocity,True,0.0,False,True,0,0
ta-ta,4,18,14,velocity,True,0.0,False,True,0,0
ta-ta,4,19,15,velocity,True,0.0,False,True,0,0
ta-ta,4,20,16,velocity,True,0.0,False,True,0,0
ta-ta,4,21,17,velocity,True,0.0,False,True,0,0
ta-ta,4,22,18,velocity,True,0.0,False,True,0,0
ta-ta,4,23,19,velocity,True,0.0,False,True,0,0
ta-ta,4,24,20,velocity,True,0.0,False,True,0,0
ta-ta,5,6,1,hold,True,0.0,False,True,0,0
ta-ta,5,7,2,hold,True,0.0,False,True,0,0
ta-ta,5,8,3,hold,True,0.0,False,True,0,0
ta-ta,5,9,4,hold,True,0.0,False,True,0,0
ta-ta,5,10,5,hold,True,0.0,False,True,0,0
ta-ta,5,11,6,hold,True,0.0,False,True,0,0
ta-ta,5,12,7,hold,True,0.0,False,True,0,0
ta-ta,5,13,8,hold,True,0.0,False,True,0,0
ta-ta,5,14,9,hold,True,0.0,False,True,0,0
ta-ta,5,15,10,hold,True,0.0,False,True,0,0
ta-ta,5,16,11,hold,True,0.0,False,True,0,0
ta-ta,5,17,12,hold,True,0.0,False,True,0,0
ta-ta,5,18,13,hold,True,0.0,False,True,0,0
ta-ta,5,19,14,hold,True,0.0,False,True,0,0
ta-ta,5,20,15,hold,True,0.0,False,True,0,0
ta-ta,5,21,16,hold,True,0.0,False,True,0,0
ta-ta,5,22,17,hold,True,0.0,False,True,0,0
ta-ta,5,23,18,hold,True,0.0,False,True,0,0
ta-ta,5,24,19,hold,True,0.0,False,True,0,0
ta-ta,5,6,1,velocity,True,0.8696369636963697,True,True,0,0
ta-ta,5,7,2,velocity,True,0.8406779661016949,True,True,0,0
ta-ta,5,8,3,velocity,True,0.6356466876971609,True,True,0,0
ta-ta,5,9,4,velocity,True,0.42005420054200543,False,True,0,0
ta-ta,5,10,5,velocity,True,0.22535211267605634,False,True,0,0
ta-ta,5,11,6,velocity,True,0.032388663967611336,False,True,0,0
ta-ta,5,12,7,velocity,True,0.0,False,True,0,0
ta-ta,5,13,8,velocity,True,0.0,False,True,0,0
ta-ta,5,14,9,velocity,True,0.0,False,True,0,0
ta-ta,5,15,10,velocity,True,0.0,False,True,0,0
ta-ta,5,16,11,velocity,True,0.0,False,True,0,0
ta-ta,5,17,12,velocity,True,0.0,False,True,0,0
ta-ta,5,18,13,velocity,True,0.0,False,True,0,0
ta-ta,5,19,14,velocity,True,0.0,False,True,0,0
ta-ta,5,20,15,velocity,True,0.0,False,True,0,0
ta-ta,5,21,16,velocity,True,0.0,False,True,0,0
ta-ta,5,22,17,velocity,True,0.0,False,True,0,0
ta-ta,5,23,18,velocity,True,0.0,False,False,0,0
ta-ta,5,24,19,velocity,True,0.0,False,False,0,0
ta-ta,6,7,1,hold,True,0.0,False,True,0,0
ta-ta,6,8,2,hold,True,0.0,False,True,0,0
ta-ta,6,9,3,hold,True,0.0,False,True,0,0
ta-ta,6,10,4,hold,True,0.0,False,True,0,0
ta-ta,6,11,5,hold,True,0.0,False,True,0,0
ta-ta,6,12,6,hold,True,0.0,False,True,0,0
ta-ta,6,13,7,hold,True,0.0,False,True,0,0
ta-ta,6,14,8,hold,True,0.0,False,True,0,0
ta-ta,6,15,9,hold,True,0.0,False,True,0,0
ta-ta,6,16,10,hold,True,0.0,False,True,0,0
ta-ta,6,17,11,hold,True,0.0,False,True,0,0
ta-ta,6,18,12,hold,True,0.0,False,True,0,0
ta-ta,6,19,13,hold,True,0.0,False,True,0,0
ta-ta,6,20,14,hold,True,0.0,False,True,0,0
ta-ta,6,21,15,hold,True,0.0,False,True,0,0
ta-ta,6,22,16,hold,True,0.0,False,True,0,0
ta-ta,6,23,17,hold,True,0.0,False,True,0,0
ta-ta,6,24,18,hold,True,0.0,False,True,0,0
ta-ta,6,7,1,velocity,True,0.8463949843260188,True,True,0,0
ta-ta,6,8,2,velocity,True,0.6876790830945558,True,True,0,0
ta-ta,6,9,3,velocity,True,0.5121951219512195,True,True,0,0
ta-ta,6,10,4,velocity,True,0.35970464135021096,False,True,0,0
ta-ta,6,11,5,velocity,True,0.19673617407071622,False,True,0,0
ta-ta,6,12,6,velocity,True,0.049323786793953855,False,True,0,0
ta-ta,6,13,7,velocity,True,0.0,False,True,0,0
ta-ta,6,14,8,velocity,True,0.0,False,True,0,0
ta-ta,6,15,9,velocity,True,0.0,False,True,0,0
ta-ta,6,16,10,velocity,True,0.0,False,True,0,0
ta-ta,6,17,11,velocity,True,0.0,False,True,0,0
ta-ta,6,18,12,velocity,True,0.0,False,True,0,0
ta-ta,6,19,13,velocity,True,0.0,False,True,0,0
ta-ta,6,20,14,velocity,True,0.0,False,True,0,0
ta-ta,6,21,15,velocity,True,0.0,False,True,0,0
ta-ta,6,22,16,velocity,True,0.0,False,True,0,0
ta-ta,6,23,17,velocity,True,0.0,False,True,0,0
ta-ta,6,24,18,velocity,True,0.0,False,True,0,0
ta-ta,7,8,1,hold,True,0.0,False,True,0,0
ta-ta,7,9,2,hold,True,0.0,False,True,0,0
ta-ta,7,10,3,hold,True,0.0,False,True,0,0
ta-ta,7,11,4,hold,True,0.0,False,True,0,0
ta-ta,7,12,5,hold,True,0.0,False,True,0,0
ta-ta,7,13,6,hold,True,0.0,False,True,0,0
ta-ta,7,14,7,hold,True,0.0,False,True,0,0
ta-ta,7,15,8,hold,True,0.0,False,True,0,0
ta-ta,7,16,9,hold,True,0.0,False,True,0,0
ta-ta,7,17,10,hold,True,0.0,False,True,0,0
ta-ta,7,18,11,hold,True,0.0,False,True,0,0
ta-ta,7,19,12,hold,True,0.0,False,True,0,0
ta-ta,7,20,13,hold,True,0.0,False,True,0,0
ta-ta,7,21,14,hold,True,0.0,False,True,0,0
ta-ta,7,22,15,hold,True,0.0,False,True,0,0
ta-ta,7,23,16,hold,True,0.0,False,True,0,0
ta-ta,7,24,17,hold,True,0.0,False,True,0,0
ta-ta,7,8,1,velocity,True,0.8362369337979094,True,True,0,0
ta-ta,7,9,2,velocity,True,0.6265432098765432,True,True,0,0
ta-ta,7,10,3,velocity,True,0.4201909959072306,False,True,0,0
ta-ta,7,11,4,velocity,True,0.23020706455542023,False,True,0,0
ta-ta,7,12,5,velocity,True,0.05810055865921788,False,True,0,0
ta-ta,7,13,6,velocity,True,0.0,False,True,0,0
ta-ta,7,14,7,velocity,True,0.0,False,True,0,0
ta-ta,7,15,8,velocity,True,0.0,False,True,0,0
ta-ta,7,16,9,velocity,True,0.0,False,True,0,0
ta-ta,7,17,10,velocity,True,0.0,False,True,0,0
ta-ta,7,18,11,velocity,True,0.0,False,True,0,0
ta-ta,7,19,12,velocity,True,0.0,False,True,0,0
ta-ta,7,20,13,velocity,True,0.0,False,True,0,0
ta-ta,7,21,14,velocity,True,0.0,False,True,0,0
ta-ta,7,22,15,velocity,True,0.0,False,True,0,0
ta-ta,7,23,16,velocity,True,0.0,False,True,0,0
ta-ta,7,24,17,velocity,True,0.0,False,True,0,0
ta-ta,8,9,1,hold,True,0.0,False,True,0,0
ta-ta,8,10,2,hold,True,0.0,False,True,0,0
ta-ta,8,11,3,hold,True,0.0,False,True,0,0
ta-ta,8,12,4,hold,True,0.0,False,True,0,0
ta-ta,8,13,5,hold,True,0.0,False,True,0,0
ta-ta,8,14,6,hold,True,0.0,False,True,0,0
ta-ta,8,15,7,hold,True,0.0,False,True,0,0
ta-ta,8,16,8,hold,True,0.0,False,True,0,0
ta-ta,8,17,9,hold,True,0.0,False,True,0,0
ta-ta,8,18,10,hold,True,0.0,False,True,0,0
ta-ta,8,19,11,hold,True,0.0,False,True,0,0
ta-ta,8,20,12,hold,True,0.0,False,True,0,0
ta-ta,8,21,13,hold,True,0.0,False,True,0,0
ta-ta,8,22,14,hold,True,0.0,False,True,0,0
ta-ta,8,23,15,hold,True,0.0,False,True,0,0
ta-ta,8,24,16,hold,True,0.0,False,True,0,0
ta-ta,8,9,1,velocity,True,0.8888888888888888,True,True,0,0
ta-ta,8,10,2,velocity,True,0.71499176276771,True,True,0,0
ta-ta,8,11,3,velocity,True,0.5097159940209267,True,True,0,0
ta-ta,8,12,4,velocity,True,0.29726027397260274,False,True,0,0
ta-ta,8,13,5,velocity,True,0.07259953161592506,False,True,0,0
ta-ta,8,14,6,velocity,True,0.0,False,True,0,0
ta-ta,8,15,7,velocity,True,0.0,False,True,0,0
ta-ta,8,16,8,velocity,True,0.0,False,True,0,0
ta-ta,8,17,9,velocity,True,0.0,False,True,0,0
ta-ta,8,18,10,velocity,True,0.0,False,True,0,0
ta-ta,8,19,11,velocity,True,0.0,False,True,0,0
ta-ta,8,20,12,velocity,True,0.0,False,True,0,0
ta-ta,8,21,13,velocity,True,0.0,False,True,0,0
ta-ta,8,22,14,velocity,True,0.0,False,True,0,0
ta-ta,8,23,15,velocity,True,0.0,False,True,0,0
ta-ta,8,24,16,velocity,True,0.0,False,True,0,0
ta-ta,9,10,1,hold,True,0.0,False,True,0,0
ta-ta,9,11,2,hold,True,0.0,False,True,0,0
ta-ta,9,12,3,hold,True,0.0,False,True,0,0
ta-ta,9,13,4,hold,True,0.0,False,True,0,0
ta-ta,9,14,5,hold,True,0.0,False,True,0,0
ta-ta,9,15,6,hold,True,0.0,False,True,0,0
ta-ta,9,16,7,hold,True,0.0,False,True,0,0
ta-ta,9,17,8,hold,True,0.0,False,True,0,0
ta-ta,9,18,9,hold,True,0.0,False,True,0,0
ta-ta,9,19,10,hold,True,0.0,False,True,0,0
ta-ta,9,20,11,hold,True,0.0,False,True,0,0
ta-ta,9,21,12,hold,True,0.0,False,True,0,0
ta-ta,9,22,13,hold,True,0.0,False,True,0,0
ta-ta,9,23,14,hold,True,0.0,False,True,0,0
ta-ta,9,24,15,hold,True,0.0,False,True,0,0
ta-ta,9,10,1,velocity,True,0.9192751235584844,True,True,0,0
ta-ta,9,11,2,velocity,True,0.7877428998505231,True,True,0,0
ta-ta,9,12,3,velocity,True,0.636986301369863,True,True,0,0
ta-ta,9,13,4,velocity,True,0.43559718969555034,False,True,0,0
ta-ta,9,14,5,velocity,True,0.24171539961013644,False,True,0,0
ta-ta,9,15,6,velocity,True,0.07782426778242678,False,True,0,0
ta-ta,9,16,7,velocity,True,0.0,False,True,0,0
ta-ta,9,17,8,velocity,True,0.0,False,True,0,0
ta-ta,9,18,9,velocity,True,0.0,False,True,0,0
ta-ta,9,19,10,velocity,True,0.0,False,True,0,0
ta-ta,9,20,11,velocity,True,0.0,False,True,0,0
ta-ta,9,21,12,velocity,True,0.0,False,True,0,0
ta-ta,9,22,13,velocity,True,0.0,False,True,0,0
ta-ta,9,23,14,velocity,True,0.0,False,True,0,0
ta-ta,9,24,15,velocity,True,0.0,False,True,0,0
ta-ta,10,11,1,hold,True,0.0,False,True,0,0
ta-ta,10,12,2,hold,True,0.0,False,True,0,0
ta-ta,10,13,3,hold,True,0.0,False,True,0,0
ta-ta,10,14,4,hold,True,0.0,False,True,0,0
ta-ta,10,15,5,hold,True,0.0,False,True,0,0
ta-ta,10,16,6,hold,True,0.0,False,True,0,0
ta-ta,10,17,7,hold,True,0.0,False,True,0,0
ta-ta,10,18,8,hold,True,0.0,False,True,0,0
ta-ta,10,19,9,hold,True,0.0,False,True,0,0
ta-ta,10,20,10,hold,True,0.0,False,True,0,0
ta-ta,10,21,11,hold,True,0.0,False,True,0,0
ta-ta,10,22,12,hold,True,0.0,False,True,0,0
ta-ta,10,23,13,hold,True,0.0,False,True,0,0
ta-ta,10,24,14,hold,True,0.0,False,True,0,0
ta-ta,10,11,1,velocity,True,0.8690095846645367,True,True,0,0
ta-ta,10,12,2,velocity,True,0.7100591715976331,True,True,0,0
ta-ta,10,13,3,velocity,True,0.4860759493670886,False,True,0,0
ta-ta,10,14,4,velocity,True,0.27936507936507937,False,True,0,0
ta-ta,10,15,5,velocity,True,0.09205776173285199,False,True,0,0
ta-ta,10,16,6,velocity,True,0.0,False,True,0,0
ta-ta,10,17,7,velocity,True,0.0,False,True,0,0
ta-ta,10,18,8,velocity,True,0.0,False,True,0,0
ta-ta,10,19,9,velocity,True,0.0,False,True,0,0
ta-ta,10,20,10,velocity,True,0.0,False,True,0,0
ta-ta,10,21,11,velocity,True,0.0,False,True,0,0
ta-ta,10,22,12,velocity,True,0.0,False,True,0,0
ta-ta,10,23,13,velocity,True,0.0,False,True,0,0
ta-ta,10,24,14,velocity,True,0.0,False,True,0,0
ta-ta,11,12,1,hold,True,0.0,False,True,0,0
ta-ta,11,13,2,hold,True,0.0,False,True,0,0
ta-ta,11,14,3,hold,True,0.0,False,True,0,0
ta-ta,11,15,4,hold,True,0.0,False,True,0,0
ta-ta,11,16,5,hold,True,0.0,False,True,0,0
ta-ta,11,17,6,hold,True,0.0,False,True,0,0
ta-ta,11,18,7,hold,True,0.0,False,True,0,0
ta-ta,11,19,8,hold,True,0.0,False,True,0,0
ta-ta,11,20,9,hold,True,0.0,False,True,0,0
ta-ta,11,21,10,hold,True,0.0,False,True,0,0
ta-ta,11,22,11,hold,True,0.0,False,True,0,0
ta-ta,11,23,12,hold,True,0.0,False,True,0,0
ta-ta,11,24,13,hold,True,0.0,False,True,0,0
ta-ta,11,12,1,velocity,True,0.9444444444444444,True,True,0,0
ta-ta,11,13,2,velocity,True,0.75,True,True,0,0
ta-ta,11,14,3,velocity,True,0.5099601593625498,True,True,0,0
ta-ta,11,15,4,velocity,True,0.2962962962962963,False,True,0,0
ta-ta,11,16,5,velocity,True,0.09198813056379822,False,True,0,0
ta-ta,11,17,6,velocity,True,0.0,False,True,0,0
ta-ta,11,18,7,velocity,True,0.0,False,True,0,0
ta-ta,11,19,8,velocity,True,0.0,False,True,0,0
ta-ta,11,20,9,velocity,True,0.0,False,True,0,0
ta-ta,11,21,10,velocity,True,0.0,False,True,0,0
ta-ta,11,22,11,velocity,True,0.0,False,True,0,0
ta-ta,11,23,12,velocity,True,0.0,False,True,0,0
ta-ta,11,24,13,velocity,True,0.0,False,True,0,0
ta-ta,12,13,1,hold,True,0.0,False,True,0,0
ta-ta,12,14,2,hold,True,0.0,False,True,0,0
ta-ta,12,15,3,hold,True,0.0,False,True,0,0
ta-ta,12,16,4,hold,True,0.0,False,True,0,0
ta-ta,12,17,5,hold,True,0.0,False,True,0,0
ta-ta,12,18,6,hold,True,0.0,False,True,0,0
ta-ta,12,19,7,hold,True,0.0,False,True,0,0
ta-ta,12,20,8,hold,True,0.0,False,True,0,0
ta-ta,12,21,9,hold,True,0.0,False,True,0,0
ta-ta,12,22,10,hold,True,0.0,False,True,0,0
ta-ta,12,23,11,hold,True,0.0,False,True,0,0
ta-ta,12,24,12,hold,True,0.0,False,True,0,0
ta-ta,12,13,1,velocity,True,0.8333333333333334,True,True,0,0
ta-ta,12,14,2,velocity,True,0.5844748858447488,True,True,0,0
ta-ta,12,15,3,velocity,True,0.34782608695652173,False,True,0,0
ta-ta,12,16,4,velocity,True,0.10928319623971798,False,True,0,0
ta-ta,12,17,5,velocity,True,0.0,False,True,0,0
ta-ta,12,18,6,velocity,True,0.0,False,True,0,0
ta-ta,12,19,7,velocity,True,0.0,False,True,0,0
ta-ta,12,20,8,velocity,True,0.0,False,True,0,0
ta-ta,12,21,9,velocity,True,0.0,False,True,0,0
ta-ta,12,22,10,velocity,True,0.0,False,True,0,0
ta-ta,12,23,11,velocity,True,0.0,False,True,0,0
ta-ta,12,24,12,velocity,True,0.0,False,True,0,0
ta-ta,13,14,1,hold,True,0.0,False,True,0,0
ta-ta,13,15,2,hold,True,0.0,False,True,0,0
ta-ta,13,16,3,hold,True,0.0,False,True,0,0
ta-ta,13,17,4,hold,True,0.0,False,True,0,0
ta-ta,13,18,5,hold,True,0.0,False,True,0,0
ta-ta,13,19,6,hold,True,0.0,False,True,0,0
ta-ta,13,20,7,hold,True,0.0,False,True,0,0
ta-ta,13,21,8,hold,True,0.0,False,True,0,0
ta-ta,13,22,9,hold,True,0.0,False,True,0,0
ta-ta,13,23,10,hold,True,0.0,False,True,0,0
ta-ta,13,24,11,hold,True,0.0,False,True,0,0
ta-ta,13,14,1,velocity,True,0.863406408094435,True,True,0,0
ta-ta,13,15,2,velocity,True,0.7,True,True,0,0
ta-ta,13,16,3,velocity,True,0.466484268125855,False,True,0,0
ta-ta,13,17,4,velocity,True,0.29523809523809524,False,True,0,0
ta-ta,13,18,5,velocity,True,0.09018036072144289,False,True,0,0
ta-ta,13,19,6,velocity,True,0.0,False,True,0,0
ta-ta,13,20,7,velocity,True,0.0,False,True,0,0
ta-ta,13,21,8,velocity,True,0.0,False,True,0,0
ta-ta,13,22,9,velocity,True,0.0,False,True,0,0
ta-ta,13,23,10,velocity,True,0.0,False,True,0,0
ta-ta,13,24,11,velocity,True,0.0,False,True,0,0
ta-ta,14,15,1,hold,True,0.0,False,True,0,0
ta-ta,14,16,2,hold,True,0.0,False,True,0,0
ta-ta,14,17,3,hold,True,0.0,False,True,0,0
ta-ta,14,18,4,hold,True,0.0,False,True,0,0
ta-ta,14,19,5,hold,True,0.0,False,True,0,0
ta-ta,14,20,6,hold,True,0.0,False,True,0,0
ta-ta,14,21,7,hold,True,0.0,False,True,0,0
ta-ta,14,22,8,hold,True,0.0,False,True,0,0
